Parameters:
Lambda_f;0.001154
Beta_f;0.78
Initial N;10000
Delta t;0.001
T (time steps);100
Number of experiments;1000
Nu;1

Time;FailureMean;FailureMean+Sqrt(Var);
;4,44;6,55;
;4,42;6,44;
;4,41;6,40;
;4,41;6,45;
;4,36;6,39;
8,00;4,37;6,42;
;4,37;6,40;
;4,35;6,36;
;4,33;6,33;
;4,33;6,38;
;4,29;6,33;
;4,27;6,33;
;4,31;6,30;
;4,34;6,38;
;4,32;6,36;
;4,29;6,33;
;4,28;6,29;
;4,28;6,30;
;4,27;6,29;
;4,25;6,27;
;4,28;6,31;
;4,25;6,26;
;4,23;6,23;
8,50;4,21;6,24;
;4,17;6,18;
;4,12;6,12;
;4,14;6,09;
;4,20;6,15;
;4,25;6,22;
;4,25;6,26;
;4,27;6,29;
;4,23;6,27;
;4,25;6,26;
;4,25;6,27;
;4,20;6,24;
;4,21;6,23;
;4,23;6,30;
;4,21;6,30;
;4,22;6,27;
;4,26;6,30;
;4,27;6,28;
9,00;4,29;6,26;
;4,29;6,32;
;4,32;6,38;
;4,31;6,34;
;4,33;6,38;
;4,30;6,37;
;4,31;6,34;
;4,30;6,33;
;4,27;6,34;
;4,24;6,25;
;4,24;6,31;
;4,24;6,28;
;4,21;6,26;
;4,23;6,29;
;4,26;6,36;
;4,22;6,31;
;4,16;6,26;
;4,14;6,21;
9,50;4,14;6,19;
;4,13;6,22;
;4,14;6,19;
;4,14;6,20;
;4,13;6,17;
;4,14;6,22;
;4,19;6,30;
;4,15;6,25;
;4,19;6,30;
;4,22;6,34;
;4,19;6,29;
;4,22;6,33;
;4,19;6,26;
;4,20;6,25;
;4,20;6,27;
;4,18;6,25;
;4,18;6,26;
;4,17;6,24;
10,00;4,16;6,23;
;4,17;6,26;
;4,19;6,26;
;4,19;6,24;
;4,20;6,25;
;4,16;6,19;
;4,15;6,17;
;4,16;6,19;
;4,13;6,11;
;4,06;6,06;
;4,07;6,09;
;4,07;6,11;
;4,00;6,01;
;4,01;6,02;
;3,98;5,99;
;3,98;5,99;
;4,00;6,03;
;4,02;6,02;
;4,06;6,07;
;4,09;6,12;
;4,12;6,15;
;4,13;6,17;
;4,09;6,13;
;4,06;6,06;
;4,06;6,06;
;4,00;5,96;
;4,00;5,98;
;4,00;6,01;
;4,02;6,04;
;3,97;5,98;
;3,95;5,97;
;3,95;5,99;
;3,97;6,02;
;3,96;5,95;
;3,98;5,98;
;4,00;5,95;
11,00;3,96;5,91;
;3,98;5,90;
;3,94;5,85;
;3,92;5,87;
;3,88;5,84;
;3,92;5,88;
;3,96;5,94;
;3,94;5,87;
;3,97;5,90;
;4,01;5,96;
;4,01;6,02;
;3,97;5,95;
;3,94;5,83;
;3,92;5,82;
;3,91;5,85;
;3,91;5,89;
;3,91;5,92;
;3,92;5,87;
11,50;3,97;5,91;
;3,93;5,91;
;3,89;5,86;
;3,92;5,90;
;3,91;5,89;
;3,88;5,87;
;3,86;5,86;
;3,83;5,84;
;3,87;5,88;
;3,91;5,95;
;3,96;5,95;
;3,98;5,98;
;3,98;5,96;
;3,96;5,95;
;3,97;5,98;
;3,94;5,97;
;3,94;5,98;
;3,94;5,96;
12,00;3,96;5,99;
;3,94;5,95;
;3,93;5,98;
;3,95;5,95;
;3,97;5,95;
;3,97;5,96;
;3,99;5,99;
;4,00;5,99;
;4,00;5,99;
;3,97;5,94;
;3,96;5,98;
;3,94;5,94;
;3,93;5,92;
;3,91;5,87;
;3,93;5,91;
;3,90;5,91;
;3,93;5,98;
;3,93;5,97;
12,50;3,98;6,01;
;3,96;5,97;
;3,96;5,95;
;3,97;5,94;
;3,97;5,93;
;3,91;5,88;
;3,89;5,84;
;3,83;5,75;
;3,83;5,72;
;3,82;5,73;
;3,81;5,73;
;3,79;5,73;
;3,77;5,69;
;3,79;5,69;
;3,79;5,74;
;3,79;5,76;
;3,83;5,81;
;3,85;5,81;
13,00;3,87;5,84;
;3,88;5,84;
;3,89;5,86;
;3,85;5,80;
;3,83;5,77;
;3,76;5,71;
;3,74;5,65;
;3,76;5,71;
;3,73;5,66;
;3,72;5,62;
;3,72;5,60;
;3,72;5,59;
;3,71;5,57;
;3,74;5,60;
;3,76;5,66;
;3,80;5,68;
;3,78;5,65;
;3,86;5,75;
13,50;3,85;5,77;
;3,82;5,72;
;3,81;5,69;
;3,82;5,74;
;3,83;5,75;
;3,83;5,77;
;3,81;5,75;
;3,78;5,65;
;3,78;5,67;
;3,80;5,71;
;3,82;5,70;
;3,80;5,71;
;3,78;5,66;
;3,77;5,64;
;3,77;5,63;
;3,78;5,66;
;3,76;5,66;
;3,78;5,72;
14,00;3,80;5,71;
;3,80;5,73;
;3,77;5,72;
;3,78;5,71;
;3,77;5,70;
;3,78;5,72;
;3,75;5,67;
;3,77;5,72;
;3,73;5,68;
;3,76;5,68;
;3,81;5,71;
;3,85;5,77;
;3,87;5,76;
;3,84;5,78;
;3,83;5,78;
;3,86;5,79;
;3,84;5,80;
;3,80;5,71;
14,50;3,77;5,73;
;3,73;5,73;
;3,73;5,72;
;3,76;5,71;
;3,72;5,69;
;3,74;5,72;
;3,74;5,75;
;3,73;5,73;
;3,75;5,75;
;3,73;5,71;
;3,73;5,66;
;3,77;5,69;
;3,76;5,68;
;3,77;5,69;
;3,75;5,66;
;3,76;5,67;
;3,76;5,65;
;3,74;5,62;
15,00;3,77;5,63;
;3,75;5,63;
;3,71;5,58;
;3,71;5,64;
;3,68;5,64;
;3,66;5,61;
;3,65;5,60;
;3,68;5,64;
;3,69;5,64;
;3,72;5,69;
;3,72;5,65;
;3,71;5,64;
;3,67;5,58;
;3,68;5,58;
;3,65;5,50;
;3,62;5,50;
;3,57;5,47;
;3,64;5,53;
15,50;3,66;5,55;
;3,68;5,57;
;3,68;5,56;
;3,74;5,67;
;3,77;5,73;
;3,82;5,79;
;3,80;5,78;
;3,79;5,71;
;3,81;5,76;
;3,82;5,78;
;3,83;5,75;
;3,81;5,72;
;3,79;5,66;
;3,78;5,60;
;3,77;5,61;
;3,76;5,61;
;3,74;5,59;
;3,74;5,57;
16,00;3,72;5,55;
;3,69;5,52;
;3,70;5,52;
;3,70;5,52;
;3,70;5,52;
;3,66;5,53;
;3,68;5,59;
;3,70;5,57;
;3,70;5,60;
;3,69;5,58;
;3,68;5,59;
;3,72;5,61;
;3,74;5,64;
;3,74;5,66;
;3,76;5,68;
;3,76;5,66;
;3,70;5,58;
;3,68;5,59;
16,50;3,67;5,58;
;3,66;5,62;
;3,69;5,66;
;3,73;5,75;
;3,69;5,70;
;3,66;5,64;
;3,60;5,58;
;3,57;5,56;
;3,56;5,51;
;3,56;5,50;
;3,56;5,50;
;3,57;5,49;
;3,59;5,45;
;3,59;5,46;
;3,60;5,47;
;3,57;5,42;
;3,57;5,43;
;3,57;5,39;
17,00;3,56;5,37;
;3,63;5,46;
;3,67;5,54;
;3,64;5,54;
;3,66;5,58;
;3,65;5,55;
;3,69;5,59;
;3,73;5,64;
;3,70;5,65;
;3,70;5,63;
;3,67;5,57;
;3,67;5,53;
;3,67;5,51;
;3,70;5,57;
;3,72;5,60;
;3,72;5,61;
;3,72;5,64;
;3,73;5,59;
17,50;3,73;5,60;
;3,70;5,60;
;3,68;5,61;
;3,65;5,57;
;3,63;5,61;
;3,59;5,52;
;3,58;5,48;
;3,61;5,50;
;3,66;5,55;
;3,60;5,47;
;3,62;5,51;
;3,61;5,50;
;3,62;5,54;
;3,58;5,46;
;3,61;5,50;
;3,63;5,58;
;3,64;5,57;
;3,60;5,53;
18,00;3,61;5,53;
;3,58;5,51;
;3,56;5,44;
;3,55;5,43;
;3,52;5,35;
;3,49;5,35;
;3,49;5,32;
;3,53;5,41;
;3,55;5,40;
;3,53;5,37;
;3,53;5,37;
;3,53;5,44;
;3,51;5,46;
;3,52;5,51;
;3,53;5,51;
;3,54;5,53;
;3,57;5,58;
;3,55;5,53;
;3,57;5,55;
;3,61;5,61;
;3,65;5,61;
;3,59;5,51;
;3,54;5,47;
;3,52;5,44;
;3,57;5,51;
;3,56;5,46;
;3,53;5,42;
;3,53;5,45;
;3,51;5,42;
;3,57;5,44;
;3,60;5,46;
;3,61;5,46;
;3,58;5,44;
;3,56;5,38;
;3,53;5,37;
;3,52;5,36;
19,00;3,55;5,36;
;3,51;5,29;
;3,51;5,32;
;3,50;5,30;
;3,49;5,37;
;3,47;5,34;
;3,43;5,26;
;3,46;5,30;
;3,45;5,22;
;3,51;5,26;
;3,50;5,32;
;3,53;5,39;
;3,51;5,36;
;3,54;5,43;
;3,59;5,47;
;3,61;5,50;
;3,59;5,47;
;3,62;5,49;
19,50;3,58;5,44;
;3,55;5,40;
;3,55;5,42;
;3,50;5,36;
;3,50;5,40;
;3,51;5,39;
;3,50;5,41;
;3,54;5,47;
;3,49;5,44;
;3,46;5,36;
;3,48;5,37;
;3,50;5,37;
;3,52;5,38;
;3,52;5,35;
;3,53;5,38;
;3,55;5,36;
;3,53;5,40;
;3,54;5,40;
20,00;3,55;5,42;
;3,51;5,40;
;3,56;5,49;
;3,54;5,42;
;3,53;5,40;
;3,51;5,39;
;3,50;5,35;
;3,49;5,33;
;3,51;5,34;
;3,51;5,35;
;3,51;5,36;
;3,50;5,38;
;3,49;5,33;
;3,48;5,32;
;3,50;5,38;
;3,50;5,38;
;3,52;5,41;
;3,50;5,39;
20,50;3,54;5,45;
;3,56;5,48;
;3,57;5,49;
;3,54;5,44;
;3,54;5,46;
;3,50;5,40;
;3,48;5,39;
;3,53;5,43;
;3,53;5,37;
;3,53;5,43;
;3,55;5,48;
;3,55;5,49;
;3,56;5,47;
;3,54;5,42;
;3,60;5,52;
;3,56;5,51;
;3,58;5,55;
;3,58;5,56;
;3,61;5,60;
;3,60;5,54;
;3,57;5,50;
;3,54;5,42;
;3,52;5,37;
;3,53;5,39;
;3,54;5,41;
;3,57;5,45;
;3,56;5,45;
;3,55;5,44;
;3,56;5,52;
;3,55;5,50;
;3,51;5,45;
;3,51;5,43;
;3,55;5,45;
;3,51;5,39;
;3,48;5,39;
;3,50;5,41;
21,50;3,49;5,39;
;3,48;5,34;
;3,45;5,28;
;3,50;5,31;
;3,48;5,32;
;3,45;5,31;
;3,43;5,28;
;3,41;5,28;
;3,43;5,32;
;3,44;5,29;
;3,45;5,32;
;3,50;5,42;
;3,53;5,47;
;3,54;5,46;
;3,55;5,41;
;3,53;5,39;
;3,54;5,38;
;3,48;5,31;
22,00;3,45;5,26;
;3,46;5,26;
;3,47;5,29;
;3,46;5,29;
;3,47;5,33;
;3,48;5,35;
;3,48;5,40;
;3,46;5,36;
;3,45;5,32;
;3,43;5,36;
;3,47;5,41;
;3,42;5,35;
;3,41;5,34;
;3,42;5,37;
;3,46;5,40;
;3,44;5,36;
;3,47;5,39;
;3,44;5,31;
22,50;3,43;5,28;
;3,43;5,32;
;3,45;5,32;
;3,42;5,27;
;3,39;5,26;
;3,40;5,28;
;3,37;5,19;
;3,43;5,27;
;3,42;5,27;
;3,39;5,23;
;3,38;5,22;
;3,39;5,26;
;3,39;5,23;
;3,39;5,23;
;3,34;5,14;
;3,34;5,14;
;3,34;5,15;
;3,34;5,16;
23,00;3,36;5,18;
;3,39;5,19;
;3,40;5,21;
;3,38;5,19;
;3,39;5,17;
;3,40;5,18;
;3,41;5,20;
;3,41;5,19;
;3,36;5,14;
;3,38;5,15;
;3,37;5,14;
;3,38;5,20;
;3,32;5,14;
;3,30;5,11;
;3,32;5,16;
;3,29;5,13;
;3,28;5,09;
;3,27;5,06;
;3,30;5,05;
;3,34;5,13;
;3,33;5,11;
;3,33;5,12;
;3,36;5,14;
;3,36;5,17;
;3,36;5,12;
;3,33;5,09;
;3,32;5,10;
;3,35;5,17;
;3,34;5,18;
;3,34;5,16;
;3,38;5,24;
;3,37;5,23;
;3,37;5,26;
;3,40;5,30;
;3,40;5,28;
;3,40;5,27;
24,00;3,38;5,25;
;3,40;5,25;
;3,38;5,21;
;3,38;5,17;
;3,37;5,17;
;3,34;5,14;
;3,34;5,15;
;3,31;5,15;
;3,25;5,09;
;3,24;5,05;
;3,30;5,13;
;3,27;5,08;
;3,22;5,05;
;3,20;4,99;
;3,23;5,04;
;3,25;5,07;
;3,27;5,11;
;3,29;5,14;
24,50;3,30;5,16;
;3,30;5,17;
;3,33;5,20;
;3,34;5,23;
;3,33;5,18;
;3,31;5,15;
;3,30;5,18;
;3,31;5,17;
;3,32;5,17;
;3,31;5,16;
;3,34;5,23;
;3,35;5,23;
;3,33;5,20;
;3,31;5,21;
;3,33;5,19;
;3,32;5,17;
;3,31;5,20;
;3,33;5,20;
25,00;3,31;5,19;
;3,31;5,17;
;3,29;5,11;
;3,31;5,17;
;3,30;5,14;
;3,29;5,11;
;3,29;5,12;
;3,30;5,14;
;3,34;5,17;
;3,33;5,16;
;3,28;5,04;
;3,28;5,11;
;3,24;5,05;
;3,22;5,01;
;3,22;5,08;
;3,22;5,04;
;3,20;5,04;
;3,23;5,03;
25,50;3,25;5,05;
;3,26;5,08;
;3,29;5,11;
;3,32;5,19;
;3,33;5,19;
;3,28;5,14;
;3,28;5,12;
;3,32;5,20;
;3,31;5,19;
;3,32;5,17;
;3,32;5,17;
;3,33;5,16;
;3,33;5,16;
;3,31;5,08;
;3,29;5,05;
;3,30;5,09;
;3,31;5,08;
;3,33;5,15;
26,00;3,33;5,17;
;3,29;5,19;
;3,27;5,12;
;3,26;5,11;
;3,23;5,07;
;3,25;5,11;
;3,30;5,18;
;3,31;5,15;
;3,30;5,17;
;3,30;5,13;
;3,33;5,17;
;3,32;5,13;
;3,31;5,12;
;3,30;5,09;
;3,29;5,10;
;3,31;5,10;
;3,32;5,10;
;3,35;5,12;
26,50;3,34;5,14;
;3,33;5,14;
;3,35;5,17;
;3,39;5,20;
;3,40;5,25;
;3,40;5,22;
;3,41;5,28;
;3,43;5,29;
;3,39;5,23;
;3,37;5,22;
;3,37;5,23;
;3,38;5,25;
;3,38;5,20;
;3,36;5,16;
;3,36;5,20;
;3,34;5,17;
;3,34;5,18;
;3,38;5,26;
27,00;3,35;5,20;
;3,33;5,23;
;3,32;5,19;
;3,32;5,18;
;3,32;5,23;
;3,30;5,18;
;3,33;5,20;
;3,28;5,10;
;3,30;5,10;
;3,35;5,17;
;3,34;5,13;
;3,34;5,13;
;3,36;5,15;
;3,33;5,13;
;3,33;5,14;
;3,37;5,21;
;3,39;5,23;
;3,36;5,18;
27,50;3,39;5,16;
;3,39;5,19;
;3,37;5,15;
;3,41;5,23;
;3,40;5,23;
;3,43;5,29;
;3,43;5,26;
;3,45;5,30;
;3,41;5,29;
;3,38;5,21;
