Parameters:
Lambda_f;0.0029
Beta_f;0.78
Initial N;10000
Delta t;0.001
T (time steps);150
Number of experiments;100
Nu;1

Time;FailureMean;FailureMean+Sqrt(Var);
;11,67;15,06;
;11,55;15,10;
;11,57;15,20;
;11,28;14,61;
;11,35;14,86;
;11,45;14,91;
;11,43;14,91;
;11,83;15,08;
;11,85;14,89;
;11,76;14,87;
5,50;11,64;14,77;
;11,86;15,16;
;11,96;15,19;
;12,12;15,59;
;11,88;15,20;
;11,74;15,14;
;11,51;14,92;
;11,36;14,65;
;11,30;14,45;
;11,16;14,17;
;11,23;14,25;
;11,53;14,67;
;11,58;14,83;
;11,56;14,70;
;11,59;14,75;
;11,36;14,64;
;11,48;14,79;
;11,60;14,74;
6,00;11,59;14,86;
;11,58;14,85;
;11,71;15,08;
;11,43;14,77;
;11,63;15,13;
;11,74;15,20;
;11,95;15,50;
;11,74;15,17;
;11,39;14,69;
;11,26;14,50;
;11,31;14,72;
;11,44;14,76;
;11,53;14,85;
;11,62;14,88;
;11,78;15,15;
;11,93;15,29;
;11,81;15,05;
;11,55;14,91;
6,50;11,51;14,90;
;11,48;14,82;
;11,34;14,88;
;11,67;15,39;
;11,87;15,80;
;11,79;15,76;
;11,70;15,25;
;11,63;15,29;
;11,57;15,26;
;11,46;15,01;
;11,44;14,96;
;11,68;15,49;
;11,75;15,64;
;11,95;15,89;
;12,03;16,17;
;11,52;15,50;
;11,45;15,30;
;11,11;14,68;
7,00;11,24;14,59;
;11,03;14,51;
;10,99;14,40;
;10,73;14,25;
;10,72;14,46;
;10,57;14,13;
;10,87;14,14;
;10,66;13,87;
;10,68;14,02;
;10,70;14,02;
;10,61;13,85;
;10,67;14,01;
;10,69;13,96;
;10,92;14,37;
;10,64;14,01;
;10,67;13,96;
;10,48;13,61;
;10,52;13,52;
7,50;10,42;13,51;
;10,30;13,48;
;10,51;13,46;
;10,57;13,51;
;10,74;13,78;
;10,83;13,75;
;10,93;13,99;
;10,66;13,56;
;10,41;13,56;
;10,35;13,35;
;10,38;13,46;
;10,40;13,56;
;10,58;14,08;
;10,60;14,06;
;10,76;13,99;
;10,94;14,13;
;11,05;14,33;
;11,14;14,36;
8,00;10,99;13,98;
;10,89;13,93;
;10,79;13,96;
;10,68;13,58;
;10,62;13,46;
;10,48;13,32;
;10,76;13,61;
;10,75;13,89;
;10,75;14,11;
;10,80;14,02;
;10,82;13,76;
;10,78;13,59;
;10,59;13,47;
;10,69;13,75;
;10,66;13,72;
;10,49;13,39;
;10,53;13,46;
;10,68;13,53;
8,50;10,59;13,21;
;10,70;13,39;
;10,61;13,55;
;10,65;13,49;
;10,72;13,72;
;10,73;13,87;
;10,84;13,97;
;10,71;13,67;
;10,79;13,94;
;10,70;13,68;
;10,58;13,80;
;10,55;13,82;
;10,37;13,55;
;10,19;13,33;
;10,16;13,32;
;10,11;13,08;
;10,20;13,14;
;10,27;13,11;
9,00;10,13;12,85;
;10,31;13,18;
;10,52;13,46;
;10,99;14,05;
;10,84;13,72;
;10,86;13,74;
;10,84;13,83;
;10,78;13,56;
;10,48;13,38;
;10,45;13,30;
;10,59;13,57;
;10,60;13,56;
;10,40;13,42;
;10,32;13,38;
;10,26;13,42;
;10,26;13,32;
;10,17;13,15;
;10,32;13,49;
9,50;10,54;13,72;
;10,54;13,58;
;10,35;13,50;
;10,36;13,32;
;10,38;13,36;
;10,41;13,45;
;10,53;13,67;
;10,46;13,41;
;10,47;13,56;
;10,53;14,05;
;10,58;14,03;
;10,55;13,75;
;10,31;13,37;
;10,25;13,26;
;10,12;13,20;
;9,89;13,03;
;9,85;12,95;
;9,73;12,58;
10,00;9,85;12,80;
;9,92;12,94;
;9,95;13,16;
;10,04;13,12;
;10,22;13,33;
;10,20;13,33;
;10,15;13,36;
;10,17;13,44;
;10,23;13,48;
;10,29;13,63;
;10,44;13,80;
;10,30;13,47;
;10,32;13,23;
;10,45;13,40;
;10,26;13,27;
;10,16;13,04;
;10,18;13,19;
;10,11;13,39;
;9,92;13,32;
;10,04;13,50;
;10,07;13,51;
;9,93;13,27;
;9,83;13,23;
;9,98;13,28;
;9,88;13,12;
;9,80;12,84;
;9,58;12,59;
;9,84;12,88;
;9,76;12,68;
;9,87;12,76;
;9,79;12,63;
;9,69;12,66;
;9,84;13,06;
;9,62;12,79;
;9,70;12,80;
;9,76;12,97;
11,00;9,61;12,68;
;9,76;12,78;
;9,87;13,05;
;10,10;13,21;
;10,14;13,40;
;10,32;13,39;
;10,45;13,72;
;10,50;13,64;
;10,46;13,60;
;10,45;13,73;
;10,45;13,85;
;10,54;13,91;
;10,64;14,05;
;10,35;13,66;
;10,24;13,72;
;9,99;13,29;
;9,87;12,97;
;9,58;12,67;
11,50;9,79;12,88;
;9,71;12,90;
;9,76;12,76;
;9,97;12,94;
;10,04;13,12;
;9,89;13,00;
;9,84;13,03;
;9,91;13,12;
;9,84;12,92;
;9,68;12,77;
;9,77;12,92;
;9,79;12,92;
;9,90;13,16;
;10,03;13,55;
;10,00;13,67;
;9,83;13,65;
;9,74;13,27;
;9,81;13,02;
12,00;9,85;12,96;
;9,99;13,10;
;9,99;13,13;
;9,99;13,11;
;9,81;12,95;
;9,82;13,17;
;9,92;13,30;
;9,93;13,37;
;9,78;13,03;
;9,60;12,78;
;9,51;12,66;
;9,62;12,65;
;9,73;12,99;
;9,74;13,02;
;9,87;12,83;
;9,79;12,79;
;9,96;12,94;
;10,02;12,98;
12,50;9,96;12,84;
;10,05;12,92;
;10,32;13,41;
;10,35;13,50;
;10,52;13,69;
;10,60;13,72;
;10,65;13,56;
;10,53;13,35;
;10,37;13,23;
;10,36;13,30;
;10,30;13,28;
;10,44;13,44;
;10,35;13,33;
;10,10;13,29;
;10,16;13,38;
;10,46;13,74;
;10,41;13,54;
;10,40;13,53;
13,00;10,18;13,30;
;10,11;13,29;
;10,09;13,10;
;10,10;13,13;
;9,84;12,84;
;9,82;12,75;
;9,98;12,96;
;9,91;13,14;
;10,02;13,35;
;10,08;13,32;
;9,94;13,23;
;10,06;13,38;
;10,05;13,46;
;9,82;12,98;
;9,94;12,83;
;9,88;12,77;
;9,85;12,86;
;9,92;13,02;
13,50;9,70;12,71;
;9,69;12,73;
;9,62;12,60;
;9,63;12,46;
;9,70;12,54;
;9,64;12,59;
;9,57;12,53;
;9,75;12,93;
;9,90;13,01;
;9,96;13,02;
;10,02;13,18;
;9,86;13,12;
;9,91;13,31;
;9,91;13,06;
;9,63;12,72;
;9,63;12,49;
;9,60;12,29;
;9,71;12,30;
14,00;9,70;12,39;
;9,55;12,26;
;9,65;12,70;
;9,38;12,27;
;9,46;12,44;
;9,60;12,51;
;9,64;12,58;
;9,31;12,43;
;9,42;12,44;
;9,41;12,36;
;9,33;12,20;
;9,23;12,12;
;9,45;12,42;
;9,45;12,36;
;9,46;12,44;
;9,32;12,34;
;9,32;12,13;
;9,32;12,27;
14,50;9,16;12,12;
;9,23;12,09;
;9,20;12,15;
;9,35;12,29;
;9,45;12,39;
;9,61;12,67;
;9,81;12,87;
;9,92;13,02;
;9,73;12,58;
;9,90;13,01;
;9,97;13,06;
;9,82;12,95;
;9,68;12,82;
;9,92;13,11;
;9,98;13,27;
;10,03;13,56;
;10,05;13,74;
;9,91;13,39;
15,00;9,95;13,30;
;9,82;13,04;
;9,57;12,83;
;9,76;13,20;
;9,51;12,98;
;9,17;12,34;
;9,08;12,10;
;8,88;11,93;
;9,00;12,06;
;9,11;12,38;
;9,23;12,57;
;9,23;12,60;
;9,16;12,17;
;9,18;12,08;
;9,20;12,23;
;9,09;12,19;
;9,04;12,04;
;9,10;12,14;
15,50;8,99;12,00;
;8,82;11,80;
;8,73;11,44;
;8,90;11,89;
;8,98;12,08;
;8,93;12,10;
;8,84;12,02;
;8,98;11,93;
;9,06;11,94;
;9,16;12,28;
;9,08;12,22;
;9,20;12,47;
;9,25;12,58;
;9,35;12,63;
;9,50;12,72;
;9,54;12,93;
;9,68;12,93;
;9,69;12,90;
16,00;9,75;13,07;
;9,63;12,92;
;9,44;12,70;
;9,57;12,66;
;9,45;12,47;
;9,48;12,43;
;9,59;12,60;
;9,44;12,34;
;9,40;12,24;
;9,17;12,13;
;9,24;12,15;
;9,18;12,01;
;9,27;11,98;
;9,29;12,08;
;9,33;12,37;
;9,30;12,18;
;9,24;12,03;
;9,19;11,74;
16,50;9,00;11,63;
;8,97;11,78;
;8,88;11,70;
;8,94;11,88;
;8,87;11,82;
;8,77;11,73;
;8,64;11,64;
;8,41;11,25;
;8,58;11,47;
;8,69;11,51;
;8,55;11,36;
;8,55;11,34;
;8,78;11,72;
;8,89;12,03;
;8,87;11,93;
;8,97;12,18;
;8,96;12,22;
;9,11;12,22;
17,00;9,07;12,11;
;9,09;12,07;
;9,07;12,12;
;8,90;11,90;
;8,73;11,65;
;8,74;11,56;
;8,67;11,60;
;8,85;11,79;
;8,68;11,57;
;8,62;11,53;
;8,72;11,73;
;8,75;11,74;
;8,55;11,69;
;8,50;11,39;
;8,56;11,38;
;8,71;11,73;
;8,54;11,61;
;8,65;11,77;
17,50;8,73;11,86;
;8,84;12,03;
;9,02;12,04;
;8,84;12,01;
;8,77;11,85;
;8,76;11,96;
;8,61;11,95;
;8,57;11,76;
;8,42;11,34;
;8,55;11,30;
;8,68;11,64;
;8,66;11,51;
;8,74;11,66;
;9,04;12,03;
;9,07;12,11;
;9,00;12,20;
;9,07;12,44;
;8,94;12,21;
18,00;8,95;12,29;
;9,25;12,41;
;9,20;12,36;
;9,17;12,52;
;9,23;12,53;
;9,06;12,50;
;9,06;12,42;
;9,18;12,66;
;9,29;12,65;
;9,15;12,35;
;9,11;12,23;
;9,20;12,30;
;9,13;12,13;
;8,97;11,90;
;8,79;11,73;
;8,88;11,99;
;9,08;11,92;
;9,20;12,16;
;9,00;12,08;
;9,02;12,05;
;8,94;11,90;
;8,95;12,13;
;8,62;11,69;
;8,81;12,01;
;8,75;11,83;
;8,68;11,75;
;9,05;12,33;
;9,20;12,50;
;9,03;12,10;
;9,04;12,06;
;9,03;12,23;
;9,02;12,05;
;8,91;11,92;
;8,94;11,94;
;9,31;12,41;
;9,26;12,16;
19,00;9,34;12,26;
;9,27;12,25;
;9,30;12,13;
;9,32;12,13;
;9,30;12,21;
;9,19;12,12;
;9,29;12,19;
;9,37;12,25;
;9,40;12,32;
;9,41;12,52;
;9,44;12,59;
;9,51;12,63;
;9,34;12,35;
;9,59;12,50;
;9,62;12,65;
;9,50;12,41;
;9,40;12,26;
;9,33;12,23;
19,50;9,32;12,13;
;9,32;12,21;
;9,32;12,31;
;9,28;12,27;
;9,40;12,45;
;9,33;12,55;
;9,35;12,42;
;9,30;12,05;
;9,14;11,93;
;9,06;11,91;
;8,97;11,54;
;8,79;11,50;
;8,69;11,35;
;8,73;11,57;
;8,67;11,44;
;8,68;11,57;
;8,76;11,60;
;8,48;11,14;
20,00;8,37;10,96;
;8,20;10,72;
;8,41;11,04;
;8,50;11,23;
;8,62;11,61;
;8,46;11,54;
;8,44;11,57;
;8,48;11,35;
;8,70;11,44;
;8,98;11,79;
;8,86;11,77;
;9,00;11,98;
;8,79;11,61;
;8,82;11,72;
;8,93;11,79;
;8,93;11,98;
;8,78;11,65;
;8,62;11,57;
20,50;8,80;11,80;
;8,83;11,87;
;8,83;11,76;
;8,84;11,86;
;9,03;12,10;
;8,98;11,95;
;8,90;11,67;
;8,92;11,78;
;8,73;11,52;
;8,77;11,74;
;8,89;12,12;
;8,96;12,14;
;8,88;12,06;
;8,80;11,84;
;8,77;11,67;
;8,81;11,86;
;8,79;11,92;
;8,72;11,83;
;8,96;12,05;
;8,86;12,07;
;8,75;11,78;
;8,82;11,90;
;8,80;11,77;
;8,74;11,80;
;8,81;11,78;
;8,87;11,80;
;8,75;11,75;
;8,82;11,90;
;8,74;11,84;
;8,75;11,85;
;8,31;11,67;
;8,51;11,67;
;8,62;11,96;
;8,57;11,73;
;8,64;12,05;
;8,74;12,06;
21,50;8,73;11,95;
;8,84;11,93;
;8,91;11,93;
;8,88;12,09;
;8,92;12,04;
;8,97;11,97;
;8,95;12,09;
;8,88;11,89;
;8,85;11,68;
;9,03;11,86;
;8,91;11,85;
;8,97;11,92;
;9,12;12,02;
;9,23;12,23;
;9,30;12,23;
;9,32;12,08;
;9,27;12,06;
;9,13;11,93;
22,00;8,96;11,79;
;9,01;11,96;
;9,09;12,05;
;9,03;12,07;
;9,28;12,41;
;9,15;12,41;
;8,96;12,04;
;8,82;11,58;
;8,78;11,68;
;8,88;11,88;
;8,89;11,92;
;8,75;11,71;
;8,68;11,67;
;8,79;11,94;
;8,99;12,12;
;8,88;11,98;
;9,14;12,04;
;9,01;11,89;
22,50;9,14;11,99;
;9,15;12,03;
;9,16;12,15;
;9,15;12,13;
;8,97;11,80;
;9,04;11,94;
;9,10;11,97;
;9,10;11,74;
;9,28;12,01;
;9,16;11,76;
;9,21;12,00;
;8,95;11,85;
;8,93;11,72;
;8,81;11,45;
;8,69;11,24;
;8,49;10,99;
;8,74;11,50;
;8,54;11,16;
23,00;8,43;11,13;
;8,51;11,19;
;8,66;11,38;
;8,64;11,52;
;8,73;11,69;
;8,71;11,70;
;8,81;11,83;
;8,61;11,64;
;8,46;11,62;
;8,64;11,84;
;8,74;11,98;
;8,63;11,74;
;8,70;11,64;
;8,76;11,70;
;8,63;11,57;
;8,54;11,50;
;8,59;11,53;
;8,62;11,36;
;8,40;11,25;
;8,41;11,42;
;8,39;11,47;
;8,45;11,66;
;8,50;11,52;
;8,46;11,36;
;8,43;11,18;
;8,50;11,29;
;8,47;11,19;
;8,41;11,19;
;8,38;11,05;
;8,47;11,06;
;8,14;10,72;
;8,16;10,75;
;8,24;10,79;
;8,16;10,84;
;8,20;10,86;
;8,25;11,05;
24,00;8,11;10,94;
;8,05;10,87;
;7,99;10,69;
;7,99;10,59;
;8,10;10,56;
;8,06;10,69;
;8,05;10,83;
;8,16;11,02;
;8,14;11,00;
;8,46;11,29;
;8,59;11,57;
;8,70;11,59;
;8,81;11,74;
;8,69;11,49;
;8,67;11,77;
;8,75;11,77;
;8,58;11,36;
;8,42;11,28;
24,50;8,42;11,18;
;8,44;11,17;
;8,61;11,28;
;8,64;11,20;
;8,42;11,20;
;8,31;11,05;
;8,39;11,10;
;8,39;11,26;
;8,17;11,05;
;8,29;11,19;
;8,30;11,15;
;8,34;11,20;
;8,32;11,25;
;8,31;11,21;
;8,32;11,01;
;8,47;11,40;
;8,53;11,23;
;8,64;11,27;
25,00;8,48;11,04;
;8,28;10,88;
;8,40;10,99;
;8,48;11,16;
;8,55;11,12;
;8,54;11,27;
;8,40;11,22;
;8,29;11,03;
;8,03;10,72;
;8,04;10,76;
;7,97;10,53;
;8,14;10,74;
;8,10;10,54;
;8,08;10,60;
;8,13;10,90;
;8,29;11,08;
;8,40;11,23;
;8,47;11,14;
25,50;8,50;11,14;
;8,42;11,00;
;8,45;11,25;
;8,41;11,14;
;8,56;11,42;
;8,58;11,59;
;8,58;11,63;
;8,79;11,76;
;8,54;11,42;
;8,45;11,42;
;8,36;11,28;
;8,34;11,28;
;8,40;11,24;
;8,25;11,23;
;8,14;10,98;
;8,13;11,02;
;8,18;11,03;
;8,26;11,04;
26,00;8,29;10,97;
;8,21;11,07;
;8,09;10,99;
;8,13;11,11;
;8,17;11,07;
;8,30;11,14;
;8,46;11,40;
;8,51;11,35;
;8,50;11,35;
;8,41;11,10;
;8,30;10,86;
;8,13;10,56;
;8,23;10,85;
;8,22;11,15;
;8,26;11,46;
;8,19;11,10;
;8,06;10,81;
;8,21;11,01;
26,50;7,97;10,64;
;7,81;10,34;
;7,93;10,46;
;7,81;10,28;
;7,69;10,27;
;7,74;10,36;
;7,91;10,66;
;8,14;10,93;
;8,28;10,94;
;8,14;10,79;
;8,18;10,84;
;8,03;10,71;
;8,19;10,92;
;8,16;10,96;
;8,16;10,92;
;8,20;10,90;
;8,08;10,84;
;8,17;10,89;
27,00;8,05;10,82;
;7,96;10,54;
;7,86;10,41;
;7,87;10,53;
;7,80;10,52;
;7,83;10,61;
;7,80;10,38;
;7,78;10,38;
;7,67;10,19;
;7,93;10,58;
;7,90;10,36;
;7,98;10,47;
;7,91;10,63;
;8,03;10,95;
;8,06;10,91;
;7,90;10,62;
;7,78;10,52;
;7,76;10,44;
27,50;7,91;10,77;
;7,78;10,62;
;7,73;10,50;
;7,80;10,73;
;7,80;10,65;
;7,80;10,76;
;7,75;10,55;
;7,88;10,67;
;7,99;10,66;
;8,31;11,04;
;8,26;10,89;
;8,29;11,01;
;8,16;10,87;
;7,97;10,65;
;7,75;10,47;
;7,93;10,89;
;8,00;11,22;
;8,00;11,32;
28,00;8,16;11,40;
;8,26;11,47;
;8,28;11,40;
;8,19;11,16;
;8,16;10,89;
;8,33;11,34;
;8,39;11,30;
;8,15;11,12;
;8,15;11,21;
;8,09;11,01;
;8,15;11,01;
;8,15;10,95;
;8,26;11,22;
;8,02;10,90;
;8,00;10,78;
;8,05;10,89;
;8,11;10,97;
;8,27;11,07;
28,50;8,04;10,96;
;7,99;10,60;
;8,07;11,03;
;8,18;11,15;
;8,10;11,01;
;8,20;11,12;
;8,17;10,84;
;8,25;10,88;
;8,15;10,89;
;8,14;11,02;
;8,18;10,94;
;8,11;10,76;
;8,03;10,45;
;8,22;10,78;
;8,14;10,63;
;8,22;10,67;
;8,07;10,40;
;8,09;10,64;
29,00;7,96;10,56;
;7,98;10,70;
;7,94;10,70;
;8,10;10,88;
;8,06;10,91;
;8,00;10,98;
;8,23;11,26;
;8,32;11,21;
;8,41;11,39;
;8,53;11,55;
;8,42;11,14;
;8,42;11,24;
;8,36;11,28;
;8,52;11,57;
;8,50;11,49;
;8,46;11,40;
;8,62;11,53;
;8,61;11,66;
29,50;8,50;11,61;
;8,42;11,52;
;8,33;11,60;
;8,27;11,21;
;8,17;11,11;
;8,13;11,13;
;8,05;10,95;
;8,04;10,91;
;7,95;10,85;
;7,87;10,50;
;7,89;10,58;
;7,75;10,33;
;7,82;10,48;
;7,82;10,41;
;7,88;10,68;
;8,02;11,12;
;8,07;11,10;
;8,16;10,98;
30,00;8,25;11,16;
;7,98;10,79;
;8,11;10,81;
;8,05;10,80;
;8,11;10,88;
;8,17;10,77;
;8,17;10,86;
;8,11;10,72;
;8,08;10,85;
;8,10;10,95;
;8,13;10,96;
;8,19;10,92;
;8,32;11,17;
;8,30;11,20;
;8,16;11,07;
;8,30;11,18;
;8,33;11,20;
;8,25;11,14;
30,50;8,03;10,98;
;7,96;10,88;
;8,05;11,35;
;7,95;11,08;
;8,21;11,37;
;8,27;11,37;
;8,03;11,10;
;8,07;11,22;
;7,93;11,02;
;8,00;11,16;
;7,98;11,21;
;7,97;11,15;
;7,84;10,76;
;7,93;10,97;
;7,97;11,01;
;8,14;11,20;
;8,21;11,30;
;7,94;10,90;
31,00;7,94;10,93;
;7,90;10,85;
;7,84;10,93;
;7,62;10,64;
;7,54;10,51;
;7,57;10,60;
;7,56;10,50;
;7,52;10,50;
;7,73;10,69;
;7,76;10,75;
;7,84;10,58;
;7,76;10,38;
;7,73;10,29;
;7,80;10,42;
;7,74;10,48;
;7,70;10,62;
;7,65;10,30;
;7,67;10,33;
31,50;7,55;10,20;
;7,69;10,27;
;7,74;10,35;
;7,82;10,56;
;7,87;10,67;
;8,03;10,83;
;8,25;11,18;
;8,31;11,11;
;8,20;10,99;
;8,35;11,25;
;8,33;11,22;
;8,40;11,21;
;8,33;11,26;
;8,31;11,33;
;8,14;11,18;
;7,94;11,15;
;8,14;11,46;
;8,12;11,32;
32,00;8,03;11,06;
;8,06;11,04;
;8,01;11,07;
;8,07;11,07;
;8,08;11,04;
;8,02;10,78;
;7,81;10,51;
;7,59;10,25;
;7,73;10,50;
;7,91;10,80;
;7,97;11,04;
;7,93;10,88;
;8,32;11,39;
;8,27;11,25;
;8,22;11,01;
;8,03;10,78;
;7,98;10,83;
;7,98;10,77;
32,50;7,89;10,88;
;7,95;10,94;
;7,71;10,59;
;7,75;10,66;
;7,68;10,43;
;7,54;10,48;
;7,63;10,56;
;7,76;10,61;
;7,85;10,71;
;7,89;10,69;
;7,92;10,70;
;7,90;10,59;
;7,92;10,59;
;7,93;10,78;
;7,89;10,82;
;7,92;10,98;
;7,94;10,87;
;8,08;11,03;
33,00;8,10;10,97;
;8,09;10,87;
;8,05;10,92;
;7,95;10,56;
;7,70;10,41;
;7,75;10,31;
;7,64;10,23;
;7,69;10,24;
;7,72;10,35;
;7,75;10,43;
;7,85;10,45;
;7,92;10,53;
;7,98;10,54;
;8,01;10,46;
;8,18;10,75;
;8,12;10,80;
;8,05;10,84;
;8,23;11,12;
33,50;8,12;11,03;
;8,07;10,80;
;8,14;11,06;
;8,27;11,14;
;8,22;11,23;
;8,30;11,21;
;8,37;11,26;
;8,29;11,09;
;8,18;11,06;
;8,13;10,81;
;7,94;10,73;
;7,88;10,43;
;7,67;10,14;
;7,61;10,30;
;7,81;10,29;
;7,91;10,38;
;8,16;10,89;
;8,12;11,02;
34,00;8,20;11,09;
;8,29;11,07;
;8,19;11,00;
;8,32;11,10;
;8,26;11,00;
;8,22;10,88;
;8,16;10,76;
;7,99;10,56;
;7,82;10,44;
;7,77;10,38;
;7,85;10,33;
;7,95;10,54;
;7,83;10,48;
;7,91;10,68;
;7,97;10,67;
;7,98;10,56;
;8,01;10,65;
;7,81;10,63;
34,50;7,85;10,44;
;7,66;10,20;
;7,79;10,29;
;7,82;10,24;
;8,01;10,53;
;7,83;10,27;
;7,76;10,34;
;8,02;10,67;
;8,18;10,87;
;8,00;10,56;
;8,18;10,92;
;8,19;10,93;
;8,21;10,77;
;8,35;11,08;
;8,39;11,33;
;8,21;11,06;
;8,26;11,09;
;8,09;10,68;
35,00;8,14;10,69;
;7,99;10,45;
;8,03;10,62;
;7,92;10,52;
;7,75;10,24;
;7,73;10,27;
;7,80;10,52;
;7,88;10,63;
;7,90;10,76;
;7,65;10,48;
;7,59;10,43;
;7,74;10,59;
;7,62;10,54;
;7,77;10,78;
;7,74;10,57;
;7,68;10,31;
;7,80;10,38;
;7,89;10,45;
35,50;8,06;10,64;
;8,08;10,81;
;7,98;10,58;
;7,86;10,57;
;8,07;10,85;
;7,88;10,79;
;7,65;10,45;
;7,67;10,58;
;7,65;10,35;
;7,66;10,33;
;7,55;10,26;
;7,39;10,16;
;7,27;10,00;
;7,28;10,01;
;7,40;10,09;
;7,53;10,37;
;7,56;10,46;
;7,54;10,58;
36,00;7,32;10,42;
;7,52;10,74;
;7,49;10,41;
;7,61;10,60;
;7,67;10,40;
;7,79;10,45;
;7,87;10,42;
;7,99;10,71;
;7,91;10,63;
;7,96;10,72;
;7,77;10,58;
;7,83;10,60;
;7,92;10,87;
;7,92;10,76;
;7,95;10,80;
;8,20;11,00;
;8,12;10,92;
;7,99;10,76;
36,50;7,89;10,75;
;7,98;10,68;
;7,91;10,65;
;7,54;10,29;
;7,55;10,27;
;7,66;10,42;
;7,67;10,27;
;7,74;10,59;
;7,71;10,72;
;7,66;10,82;
;7,66;10,74;
;7,53;10,57;
;7,54;10,44;
;7,49;10,22;
;7,54;10,22;
;7,33;9,95;
;7,44;10,10;
;7,24;9,94;
;7,14;9,79;
;7,18;9,74;
;7,26;9,65;
;7,31;9,68;
;7,18;9,64;
;7,12;9,45;
;7,20;9,73;
;7,27;9,96;
;7,22;9,94;
;7,32;10,28;
;7,33;10,44;
;7,35;10,40;
;7,47;10,39;
;7,48;10,21;
;7,58;10,32;
;7,66;10,50;
;7,64;10,62;
;7,84;10,88;
37,50;7,83;10,98;
;7,79;11,00;
;7,85;10,99;
;7,77;10,76;
;7,94;10,98;
;7,92;10,75;
;7,77;10,53;
;7,92;10,75;
;8,22;11,22;
;7,97;11,02;
